taux_de_reussite_g;nombre_eleves_segpa;nombre_eleves_ulis;garcons;filles
81.0;100;12;420;352
88.0;53;10;302;264
91.0;54;14;346;316
89.0;60;13;236;199
88.0;92;11;214;191
86.0;100;24;351;304
87.0;63;11;332;301
86.0;64;14;350;349
65.0;46;31;311;272
85.0;46;10;386;364
88.0;84;25;312;314
83.0;76;26;355;342
75.0;58;11;257;277
90.0;58;16;398;372
91.0;60;11;378;370
89.0;62;11;344;364
98.0;114;12;218;228
84.0;98;23;405;331
81.0;52;14;392;334
95.0;64;9;198;182
95.0;60;19;193;173
82.0;63;12;229;233
89.0;40;8;225;244
82.0;55;13;323;352
96.0;118;21;314;281
88.0;58;6;181;187
90.0;91;14;392;355
97.0;45;13;353;324
81.0;52;13;365;339
86.0;59;12;264;276
65.0;121;11;645;686
69.0;53;12;233;265
72.0;41;4;301;296
83.0;125;13;546;485
85.0;58;13;368;368
100.0;46;11;304;287
89.0;61;14;296;253
81.0;48;12;213;193
77.0;89;11;884;930
88.0;62;12;415;370
87.0;61;12;351;348
84.0;60;12;590;630
84.0;52;21;384;394
84.0;63;4;398;391
93.0;53;13;242;242
76.0;53;12;231;233
83.0;65;13;382;337
90.0;64;22;341;308
82.0;85;24;493;474
94.0;54;21;400;379
97.0;33;14;155;161
85.0;56;31;637;584
86.0;53;12;297;253
71.0;54;24;260;232
74.0;58;29;370;334
81.0;44;20;297;250
87.0;65;13;238;209
90.0;61;14;280;258
87.0;63;13;375;347
94.0;55;12;380;366
87.0;64;10;206;196
86.0;122;13;350;300
89.0;58;9;223;219
79.0;40;17;321;338
90.0;101;16;400;363
63.0;31;12;381;304
74.0;61;12;291;267
87.0;55;14;353;366
73.0;64;25;215;167
85.0;29;15;197;176
79.0;60;15;435;402
92.0;54;13;370;358
88.0;64;12;336;329
85.0;47;12;131;136
100.0;53;22;481;457
84.0;53;13;360;327
98.0;51;12;227;190
84.0;48;12;321;295
73.0;57;25;224;215
87.0;91;12;354;297
80.0;13;11;159;161
80.0;57;20;171;160
90.0;45;12;383;368
100.0;56;4;187;189
84.0;95;6;341;369
90.0;60;12;321;312
86.0;56;14;241;233
100.0;57;13;112;112
86.0;60;12;311;342
84.0;56;12;297;296
92.0;45;13;323;319
91.0;96;14;372;380
81.0;51;34;316;266
100.0;64;11;406;331
67.0;32;13;269;242
93.0;40;11;219;210
70.0;53;12;220;242
89.0;50;27;400;323
77.0;58;24;406;362
85.0;19;11;198;155
83.0;71;26;419;406
82.0;50;18;382;383
96.0;62;12;382;305
91.0;57;12;208;193
93.0;64;12;411;430
96.0;41;9;385;329
92.0;29;10;179;174
91.0;52;16;363;354
88.0;68;9;252;231
90.0;59;11;429;363
96.0;62;22;398;342
100.0;58;12;354;402
84.0;95;14;362;363
88.0;56;12;292;288
93.0;43;13;207;187
92.0;60;11;241;212
82.0;57;28;261;224
95.0;41;14;294;290
91.0;64;25;423;357
83.0;56;12;251;231
79.0;58;29;370;334
83.0;78;8;317;243
81.0;55;12;207;243
87.0;52;13;391;392
74.0;84;13;352;229
90.0;56;15;377;387
93.0;107;13;382;394
92.0;63;13;292;265
93.0;108;12;378;321
82.0;55;13;228;168
82.0;52;13;332;328
94.0;59;12;294;282
98.0;66;17;371;339
85.0;62;5;287;281
92.0;49;11;383;329
78.0;54;13;283;271
85.0;77;14;429;419
97.0;39;11;134;133
87.0;39;12;327;317
74.0;64;12;241;242
97.0;41;33;516;439
92.0;60;16;423;438
87.0;30;8;184;169
95.0;81;11;303;308
86.0;65;12;247;224
75.0;60;13;426;364
82.0;63;12;350;264
85.0;62;12;412;442
93.0;77;12;256;203
74.0;73;29;390;374
91.0;97;21;199;180
78.0;50;12;278;244
94.0;72;8;345;322
81.0;56;13;234;230
80.0;57;11;317;293
90.0;62;15;253;276
89.0;31;3;144;122
84.0;47;12;280;266
93.0;62;13;476;460
79.0;47;35;257;269
91.0;65;13;187;150
97.0;49;15;282;260
87.0;62;12;378;340
85.0;61;11;394;401
85.0;48;12;361;358
94.0;61;16;341;318
92.0;52;11;284;214
100.0;63;23;439;482
70.0;68;11;211;208
60.0;40;12;388;324
85.0;64;10;415;433
75.0;49;10;248;195
95.0;56;14;416;345
87.0;35;9;224;214
91.0;65;14;564;520
94.0;48;13;269;286
94.0;30;12;223;233
85.0;54;23;253;268
79.0;62;18;175;147
86.0;63;12;232;202
86.0;59;21;470;454
99.0;94;13;431;354
88.0;50;11;308;284
83.0;139;22;515;498
74.0;38;13;226;194
95.0;38;4;205;192
97.0;48;17;330;317
85.0;21;10;170;175
92.0;59;12;418;426
67.0;124;6;419;405
95.0;29;12;233;196
83.0;54;12;242;219
87.0;81;12;325;325
74.0;72;13;314;318
85.0;59;21;369;348
81.0;63;13;375;347
88.0;97;31;495;434
94.0;38;13;304;270
86.0;52;13;261;265
90.0;63;11;431;399
71.0;63;14;394;415
78.0;59;11;303;290
87.0;58;14;228;177
94.0;52;13;316;283
96.0;39;12;334;307
76.0;63;12;232;202
79.0;95;12;339;280
77.0;62;12;365;353
92.0;50;12;282;257
97.0;48;13;284;267
76.0;43;15;182;178
78.0;62;14;416;399
87.0;39;8;241;204
82.0;55;14;364;377
88.0;115;11;437;408
83.0;60;23;418;368
86.0;53;13;279;238
87.0;63;11;431;399
90.0;30;13;521;535
94.0;73;12;162;137
83.0;128;12;507;475
75.0;56;12;313;242
84.0;60;3;281;260
98.0;62;9;408;536
78.0;35;13;218;185
93.0;32;12;195;173
98.0;22;15;212;214
94.0;58;10;336;311
79.0;61;12;244;284
74.0;54;13;353;307
100.0;37;12;144;123
89.0;57;14;220;197
78.0;52;13;467;437
63.0;33;11;158;149
96.0;76;11;476;420
81.0;42;13;251;246
83.0;26;13;345;324
89.0;63;3;359;322
71.0;67;12;304;303
78.0;50;12;396;374
86.0;54;13;287;255
92.0;50;12;181;164
89.0;73;9;262;236
98.0;46;12;205;220
94.0;38;23;377;401
77.0;47;24;332;341
98.0;61;3;419;482
77.0;39;10;322;278
79.0;65;28;244;223
88.0;109;12;256;219
98.0;53;12;628;541
94.0;52;13;356;304
99.0;60;14;312;330
98.0;87;22;380;346
88.0;35;23;310;281
84.0;65;9;225;194
83.0;48;10;373;393
96.0;48;12;366;376
83.0;63;11;577;452
94.0;54;13;192;199
86.0;62;14;471;416
94.0;55;10;334;283
86.0;31;13;284;259
85.0;24;12;200;192
76.0;53;12;220;242
94.0;92;12;359;286
94.0;82;10;286;243
87.0;59;12;376;349
90.0;69;11;343;327
87.0;40;12;331;310
94.0;64;24;326;216
90.0;90;13;536;443
73.0;61;14;350;332
88.0;52;6;236;232
88.0;29;13;337;353
88.0;62;12;339;376
89.0;43;12;339;299
81.0;64;12;325;368
95.0;55;14;397;374
92.0;54;24;260;232
96.0;57;14;220;197
84.0;68;7;200;150
75.0;57;14;286;319
88.0;77;11;193;210
89.0;58;12;263;279
92.0;53;14;295;261
90.0;37;13;383;355
73.0;63;11;204;211
85.0;41;8;435;432
84.0;97;12;655;650
71.0;62;10;295;261
97.0;62;12;181;191
84.0;62;14;362;376
92.0;79;10;537;456
70.0;56;23;243;250
85.0;13;13;381;361
93.0;33;13;289;260
82.0;60;14;331;332
75.0;65;13;296;248
75.0;75;18;325;292
91.0;65;11;354;366
97.0;72;10;392;317
82.0;64;12;275;274
85.0;45;12;167;196
86.0;41;15;158;162
94.0;101;19;405;401
81.0;48;14;319;335
83.0;40;12;185;213
85.0;63;13;316;278
87.0;66;12;233;248
86.0;118;12;398;407
78.0;32;11;207;184
63.0;55;12;319;278
75.0;52;7;367;328
92.0;59;12;390;349
83.0;63;23;377;377
87.0;42;8;367;296
82.0;66;11;200;205
100.0;59;12;223;158
93.0;50;24;371;320
97.0;52;13;378;350
74.0;61;12;299;266
92.0;34;11;195;141
97.0;51;23;409;404
89.0;66;11;386;368
70.0;48;14;172;162
93.0;38;11;388;355
86.0;46;28;251;232
79.0;109;12;256;219
86.0;39;12;350;316
84.0;58;13;283;248
82.0;51;10;294;225
93.0;61;16;368;297
95.0;34;13;284;239
85.0;50;11;211;216
89.0;65;13;455;441
94.0;63;24;480;489
89.0;101;15;319;248
81.0;57;14;243;243
88.0;57;14;389;342
88.0;44;14;333;338
66.0;64;12;193;189
86.0;128;11;245;233
87.0;76;12;319;322
82.0;63;14;392;378
88.0;70;12;268;264
91.0;48;14;257;250
90.0;57;21;337;328
97.0;60;10;365;368
84.0;34;12;273;241
82.0;77;12;227;209
80.0;31;12;429;390
86.0;85;26;459;459
88.0;66;12;329;305
75.0;59;13;289;256
71.0;65;13;296;248
78.0;45;11;305;294
76.0;55;17;331;327
70.0;42;22;339;296
85.0;58;19;338;353
97.0;49;11;252;245
94.0;60;24;461;445
87.0;44;14;211;194
91.0;54;10;319;296
84.0;34;6;341;321
95.0;40;13;359;310
70.0;64;12;358;356
97.0;65;20;335;277
85.0;94;12;244;269
99.0;61;12;400;370
79.0;63;17;254;239
82.0;54;12;156;132
93.0;60;13;297;275
77.0;64;13;400;346
95.0;56;11;197;204
81.0;48;34;321;283
91.0;53;12;227;232
98.0;38;10;258;298
81.0;105;12;324;316
81.0;52;11;213;210
91.0;50;13;241;197
85.0;52;10;270;240
81.0;48;12;321;295
84.0;92;21;310;286
86.0;68;27;509;465
85.0;32;12;275;276
78.0;59;28;342;352
75.0;71;24;297;299
78.0;58;12;360;279
92.0;44;13;353;290
96.0;54;12;430;402
93.0;50;12;209;231
96.0;45;12;447;443
90.0;60;17;269;265
69.0;62;11;251;269
84.0;49;28;384;354
90.0;58;13;562;517
78.0;30;12;213;245
86.0;121;13;431;363
92.0;44;14;205;177
96.0;47;15;388;350
85.0;60;12;508;499
80.0;35;10;430;371
82.0;53;14;363;344
79.0;60;13;374;436
88.0;61;11;325;278
72.0;59;14;319;285
79.0;92;13;313;283
92.0;31;9;237;218
78.0;62;12;180;133
93.0;48;10;186;175
75.0;41;12;184;167
76.0;85;14;277;294
63.0;47;13;295;269
88.0;117;16;313;298
84.0;62;14;198;159
69.0;69;12;312;263
74.0;42;12;307;285
91.0;51;10;371;331
55.0;47;24;332;341
79.0;52;8;202;192
91.0;73;24;378;345
82.0;62;12;211;185
95.0;59;22;411;376
81.0;62;12;444;395
94.0;56;9;259;236
93.0;52;12;193;251
97.0;49;16;412;339
99.0;48;11;348;374
89.0;29;12;263;305
87.0;69;2;221;192
93.0;34;16;514;504
98.0;44;12;178;177
74.0;57;13;200;179
89.0;52;13;467;437
76.0;19;13;240;226
99.0;63;25;223;196
78.0;113;13;248;229
80.0;63;12;214;240
91.0;30;14;288;288
96.0;65;15;277;277
79.0;50;12;282;262
82.0;65;26;440;470
85.0;47;12;172;180
68.0;63;12;337;350
72.0;42;6;282;309
93.0;49;16;287;284
86.0;52;12;359;292
87.0;92;12;359;286
98.0;24;14;193;204
66.0;96;13;375;372
78.0;61;12;405;363
91.0;67;14;399;385
91.0;40;15;463;451
82.0;64;12;386;431
96.0;55;16;278;273
69.0;85;14;293;270
83.0;79;13;353;311
93.0;66;13;154;129
76.0;59;10;266;224
91.0;62;11;390;374
88.0;62;12;228;217
85.0;20;10;205;186
92.0;52;10;169;185
85.0;64;6;305;292
97.0;82;13;407;365
92.0;114;10;280;309
95.0;44;4;226;179
76.0;11;16;240;237
88.0;58;15;421;366
76.0;62;12;361;324
93.0;85;15;403;372
92.0;58;13;248;237
82.0;62;15;380;353
73.0;54;13;353;307
70.0;66;27;246;262
92.0;58;2;249;248
85.0;49;13;260;300
87.0;107;24;342;297
72.0;59;11;328;307
89.0;78;17;276;180
93.0;54;13;344;341
96.0;42;8;367;296
90.0;123;11;317;323
94.0;58;13;402;335
78.0;61;28;374;378
87.0;47;12;250;258
80.0;57;13;356;354
84.0;64;12;228;216
92.0;61;12;330;333
95.0;52;13;331;295
95.0;63;10;350;356
68.0;65;12;172;174
92.0;57;12;318;339
74.0;74;11;307;278
98.0;23;8;176;192
75.0;51;12;166;163
92.0;51;20;349;319
91.0;35;10;233;233
87.0;80;13;312;363
91.0;26;12;146;170
97.0;58;11;236;250
78.0;57;16;262;217
81.0;103;22;449;447
73.0;120;11;464;365
97.0;66;5;334;284
86.0;56;11;356;359
91.0;69;16;372;303
81.0;53;14;222;235
85.0;46;12;439;469
100.0;11;5;224;205
96.0;69;7;315;314
98.0;39;16;262;254
82.0;62;12;329;288
89.0;80;20;228;201
83.0;40;12;205;200
91.0;42;12;205;227
85.0;50;13;245;232
92.0;52;23;271;235
71.0;82;14;374;343
92.0;64;12;371;377
93.0;50;12;278;255
76.0;49;13;218;176
88.0;62;10;255;251
97.0;40;13;355;284
92.0;52;25;431;373
88.0;60;9;347;328
94.0;65;9;187;176
94.0;63;11;227;214
88.0;55;13;222;184
84.0;39;13;181;170
88.0;43;14;350;352
88.0;56;14;411;328
91.0;35;6;390;337
89.0;83;14;302;272
96.0;67;13;287;244
92.0;18;12;202;199
95.0;54;24;451;377
100.0;22;11;266;321
85.0;54;21;241;259
94.0;61;13;303;257
79.0;53;12;251;254
84.0;31;11;200;188
96.0;108;12;274;295
100.0;50;11;384;402
91.0;63;14;565;507
89.0;44;13;353;290
84.0;46;7;238;264
92.0;65;14;564;520
85.0;57;11;376;358
89.0;71;7;249;227
92.0;63;27;192;168
94.0;18;10;193;168
75.0;55;17;344;354
92.0;62;11;363;346
77.0;27;11;308;296
89.0;69;13;358;313
78.0;56;13;293;305
96.0;54;12;239;218
90.0;38;12;255;233
77.0;64;11;392;368
85.0;50;26;371;372
98.0;54;12;430;402
72.0;43;11;349;329
89.0;60;24;382;324
93.0;79;14;505;507
84.0;63;29;270;267
76.0;54;12;277;251
94.0;58;23;319;266
98.0;60;12;331;329
84.0;61;13;225;211
83.0;66;13;310;286
76.0;32;12;205;178
82.0;41;12;348;310
89.0;62;12;269;272
71.0;49;13;286;252
84.0;30;11;196;184
82.0;46;14;302;297
92.0;19;13;392;314
83.0;74;24;405;410
93.0;120;15;433;466
68.0;28;11;280;232
100.0;60;20;668;533
95.0;39;11;222;235
85.0;44;17;265;243
84.0;65;12;446;397
81.0;51;13;264;259
83.0;126;13;534;415
85.0;31;13;462;414
87.0;58;15;333;351
88.0;77;17;248;221
90.0;38;23;318;261
74.0;81;14;329;275
97.0;9;18;280;266
85.0;54;13;290;309
95.0;80;15;410;359
88.0;58;9;333;277
95.0;51;8;429;410
81.0;61;11;296;284
94.0;52;13;302;299
93.0;42;36;379;336
92.0;49;32;421;346
94.0;32;12;258;255
87.0;56;14;382;369
83.0;57;14;367;323
80.0;56;18;188;216
93.0;52;10;331;278
84.0;59;24;347;306
91.0;34;13;275;290
76.0;48;14;172;162
93.0;72;10;328;320
79.0;52;27;306;248
94.0;117;21;451;395
83.0;59;13;303;281
100.0;51;13;266;226
95.0;31;10;261;233
77.0;96;18;918;963
92.0;57;12;377;370
94.0;60;9;331;292
95.0;72;10;360;326
91.0;47;25;220;232
76.0;12;12;210;211
88.0;65;12;330;322
84.0;57;10;370;359
83.0;31;12;264;276
81.0;32;14;208;193
86.0;73;26;457;453
85.0;72;12;459;402
87.0;60;18;375;332
88.0;67;11;198;187
96.0;62;12;341;365
87.0;57;6;248;249
80.0;35;5;275;245
99.0;22;11;266;321
95.0;62;23;192;211
92.0;56;10;435;384
86.0;57;22;394;341
79.0;60;16;293;256
88.0;59;22;411;376
66.0;101;19;607;542
89.0;51;9;281;221
82.0;27;16;200;251
89.0;38;21;290;242
86.0;70;13;284;269
86.0;51;12;255;257
78.0;63;12;384;381
96.0;51;13;339;296
86.0;46;11;253;184
90.0;63;22;216;207
89.0;52;22;351;314
90.0;42;13;320;298
84.0;60;12;311;342
76.0;81;12;325;325
85.0;58;11;506;510
76.0;60;20;202;176
84.0;53;14;301;295
86.0;40;1;318;284
93.0;56;15;297;238
74.0;56;11;282;286
89.0;60;12;299;282
89.0;40;9;361;313
86.0;42;14;335;326
86.0;50;8;225;224
87.0;56;12;243;236
85.0;70;8;307;277
82.0;85;11;345;309
92.0;52;14;278;260
82.0;51;10;340;294
83.0;51;30;378;392
90.0;91;2;529;415
92.0;63;16;435;394
84.0;27;22;249;252
88.0;57;13;346;305
84.0;57;13;356;354
90.0;48;16;316;289
90.0;58;13;311;318
82.0;54;13;211;196
84.0;36;13;267;264
61.0;81;19;342;339
86.0;81;12;374;305
82.0;61;13;422;406
78.0;52;15;379;324
77.0;26;12;227;240
99.0;33;13;213;206
80.0;92;24;378;290
81.0;51;14;299;295
92.0;56;28;268;245
85.0;61;11;431;397
84.0;49;12;389;410
82.0;44;10;341;330
95.0;65;12;222;182
90.0;54;9;327;300
98.0;38;10;278;277
89.0;58;16;398;372
81.0;125;13;546;485
96.0;37;12;144;123
86.0;33;10;250;274
92.0;30;13;221;217
79.0;53;15;335;283
87.0;26;10;174;170
89.0;22;9;234;239
89.0;85;13;253;270
79.0;47;11;214;206
82.0;62;13;308;337
84.0;58;24;406;362
92.0;60;13;356;359
86.0;50;7;204;229
91.0;55;12;336;299
88.0;62;14;365;321
83.0;60;10;147;144
83.0;64;30;403;358
88.0;52;12;359;375
82.0;53;14;389;371
93.0;62;12;186;208
93.0;48;37;431;344
93.0;51;12;291;282
83.0;61;24;338;312
81.0;63;12;339;311
73.0;61;16;420;410
98.0;33;13;213;206
92.0;25;12;275;281
74.0;72;13;365;304
78.0;62;13;362;363
91.0;57;9;240;214
67.0;35;13;218;185
74.0;64;13;241;227
100.0;52;17;289;202
81.0;51;15;195;185
87.0;99;10;334;300
85.0;36;10;306;283
92.0;54;10;462;367
88.0;55;9;342;350
89.0;63;17;215;196
88.0;64;12;284;310
89.0;89;25;248;228
80.0;77;14;420;436
76.0;122;11;582;492
69.0;61;12;345;275
94.0;99;10;334;300
89.0;38;13;286;245
82.0;73;8;207;184
96.0;67;12;301;299
99.0;22;15;212;214
87.0;26;11;246;257
89.0;56;11;197;204
91.0;92;11;325;294
63.0;26;13;157;143
84.0;58;11;371;282
86.0;63;14;329;323
81.0;55;11;472;443
75.0;46;12;189;153
96.0;34;12;275;233
89.0;31;11;254;234
88.0;53;12;237;258
79.0;57;14;186;197
95.0;59;26;303;291
84.0;113;23;641;640
92.0;60;24;326;237
73.0;63;21;335;304
89.0;58;12;428;417
69.0;43;13;266;236
84.0;27;25;266;254
81.0;56;25;230;239
89.0;40;12;231;197
88.0;52;14;306;294
98.0;61;12;195;190
93.0;65;13;170;200
96.0;79;16;366;346
85.0;55;12;308;313
88.0;57;15;234;261
79.0;94;7;501;462
68.0;32;13;269;242
77.0;18;23;261;233
93.0;47;9;370;340
99.0;93;14;270;243
94.0;124;11;285;255
92.0;54;21;334;301
82.0;58;11;329;260
92.0;62;13;269;248
84.0;59;9;394;405
74.0;60;28;428;427
94.0;62;8;361;318
96.0;80;12;532;440
76.0;56;11;381;397
87.0;123;22;512;441
88.0;62;11;407;402
92.0;24;9;165;154
91.0;57;13;346;305
93.0;67;15;276;291
95.0;41;10;298;289
88.0;55;12;322;311
88.0;41;12;309;290
74.0;39;8;241;204
78.0;62;12;325;318
89.0;57;26;488;360
79.0;30;13;521;535
92.0;46;9;321;280
83.0;48;12;312;319
98.0;34;22;158;131
81.0;56;11;417;387
88.0;55;8;482;382
87.0;61;11;188;171
82.0;60;27;264;223
70.0;56;13;222;217
66.0;35;6;199;199
90.0;43;11;260;259
82.0;63;12;375;301
73.0;50;28;254;249
88.0;56;27;306;329
89.0;55;9;342;350
79.0;30;14;288;288
93.0;60;16;430;435
77.0;126;12;448;402
80.0;60;20;202;176
92.0;126;13;534;415
95.0;63;23;377;377
81.0;64;13;300;301
86.0;56;13;276;234
71.0;15;14;239;264
87.0;55;15;348;352
92.0;43;14;319;257
71.0;57;17;256;240
86.0;74;15;514;486
86.0;107;12;443;416
90.0;56;10;436;416
77.0;54;18;387;332
78.0;59;13;338;316
88.0;51;6;207;205
75.0;51;12;213;216
90.0;103;10;306;331
90.0;43;16;315;287
79.0;61;14;272;271
74.0;89;14;305;268
79.0;27;13;198;178
79.0;58;15;308;286
82.0;49;11;221;226
88.0;36;19;353;363
93.0;36;13;254;247
94.0;23;11;204;173
68.0;57;13;405;409
80.0;97;19;311;271
97.0;64;13;302;298
94.0;48;14;347;364
87.0;53;13;324;304
92.0;52;27;217;265
93.0;118;13;310;320
82.0;40;12;262;265
89.0;63;21;446;389
81.0;56;11;293;284
89.0;62;13;180;233
91.0;97;10;353;321
67.0;32;11;207;184
81.0;53;13;269;248
85.0;63;11;413;383
87.0;48;23;382;421
91.0;52;15;490;467
78.0;62;13;394;347
96.0;62;10;382;360
83.0;128;12;508;475
83.0;61;13;219;180
86.0;61;13;416;414
81.0;62;13;308;298
87.0;56;14;323;330
97.0;54;17;411;369
70.0;80;16;295;269
93.0;35;11;228;215
83.0;60;8;362;330
97.0;62;11;390;374
66.0;64;13;300;301
77.0;62;12;341;355
79.0;52;13;364;295
96.0;61;12;451;395
89.0;72;17;372;359
86.0;59;12;197;194
78.0;53;13;418;406
91.0;61;12;351;348
95.0;128;13;480;465
86.0;78;14;500;484
94.0;51;12;227;190
98.0;23;17;249;213
74.0;88;8;819;968
88.0;34;12;271;264
82.0;71;26;419;406
84.0;34;13;265;215
85.0;49;22;279;282
81.0;54;12;176;154
73.0;42;22;288;252
99.0;40;14;281;213
88.0;94;13;374;378
88.0;60;12;272;205
83.0;35;12;206;228
93.0;60;12;402;389
87.0;62;12;222;219
83.0;91;13;390;338
96.0;48;12;339;296
90.0;41;26;315;339
90.0;11;16;240;237
96.0;55;12;380;366
75.0;59;14;321;343
93.0;62;14;186;202
88.0;72;13;273;215
64.0;45;25;232;201
99.0;61;13;376;322
92.0;61;13;343;333
88.0;97;13;450;430
100.0;50;12;144;131
86.0;72;12;459;402
90.0;54;12;290;287
98.0;46;24;277;200
77.0;55;13;283;265
96.0;61;11;404;426
94.0;55;11;249;246
93.0;64;14;347;324
75.0;78;19;258;275
84.0;52;13;193;171
82.0;58;14;380;389
77.0;23;24;270;283
58.0;65;11;202;139
62.0;87;13;349;313
89.0;60;17;375;355
94.0;59;22;402;382
91.0;31;10;261;233
70.0;63;10;317;357
82.0;52;10;415;340
92.0;49;12;294;248
92.0;66;28;374;309
73.0;60;16;433;397
88.0;59;6;439;394
94.0;39;11;134;133
88.0;62;13;236;208
91.0;62;14;471;416
74.0;64;12;286;255
90.0;48;11;194;151
93.0;57;12;264;263
95.0;57;14;276;318
88.0;62;13;289;235
89.0;56;14;199;235
94.0;76;13;193;200
85.0;47;10;268;259
90.0;90;11;498;424
74.0;57;10;403;389
88.0;77;24;242;222
99.0;48;13;227;174
73.0;44;20;297;250
98.0;43;13;447;415
83.0;79;17;353;288
73.0;63;13;423;428
93.0;32;9;166;183
84.0;62;27;314;342
76.0;59;12;283;253
93.0;56;12;335;296
90.0;45;16;299;286
81.0;47;13;353;359
63.0;59;12;271;269
79.0;61;13;333;331
81.0;54;13;283;271
90.0;58;11;391;333
86.0;45;20;158;112
84.0;52;13;235;215
91.0;59;12;339;289
96.0;80;18;288;218
99.0;62;21;474;474
92.0;65;12;278;287
92.0;62;13;384;355
90.0;62;16;367;336
95.0;145;18;421;448
90.0;47;12;245;227
64.0;62;14;196;174
84.0;63;10;280;261
96.0;15;12;247;230
93.0;52;10;239;256
80.0;66;13;235;232
85.0;59;12;162;163
91.0;54;12;192;144
94.0;78;13;343;351
81.0;68;12;241;201
92.0;41;12;184;172
81.0;62;12;182;153
79.0;37;9;306;242
86.0;58;12;504;464
87.0;63;11;233;245
92.0;69;13;270;239
96.0;72;17;372;359
80.0;59;12;361;333
63.0;42;13;257;223
87.0;66;15;347;366
82.0;45;9;217;209
86.0;43;11;232;219
91.0;62;22;398;342
92.0;53;21;445;413
100.0;40;24;457;471
82.0;44;11;421;362
76.0;48;12;385;365
82.0;55;13;210;200
89.0;50;14;378;355
86.0;28;9;171;174
87.0;67;16;342;362
93.0;39;12;334;307
97.0;78;12;295;294
78.0;57;15;296;285
80.0;90;22;409;358
65.0;38;13;289;244
78.0;48;14;207;201
84.0;51;14;373;341
86.0;107;12;366;389
100.0;68;16;464;461
97.0;52;12;315;263
79.0;64;12;317;323
80.0;75;6;387;414
92.0;61;12;311;291
88.0;60;12;386;338
93.0;56;27;330;342
84.0;62;13;256;281
87.0;64;12;171;200
87.0;53;14;277;276
84.0;118;13;372;374
92.0;54;14;339;350
69.0;59;13;303;281
65.0;51;13;310;295
82.0;64;17;236;207
88.0;106;12;489;368
88.0;69;11;343;327
92.0;61;12;313;240
99.0;40;18;393;380
83.0;52;9;205;191
79.0;125;14;362;297
97.0;43;21;204;213
75.0;56;14;226;210
93.0;35;15;296;283
87.0;63;12;349;323
82.0;91;10;370;352
75.0;96;13;380;360
78.0;73;25;214;219
64.0;70;16;749;714
78.0;93;12;308;316
96.0;52;25;336;288
84.0;57;28;261;224
84.0;105;12;656;650
96.0;58;12;216;190
99.0;26;11;288;350
97.0;51;13;287;274
88.0;110;10;437;418
88.0;50;12;381;358
90.0;48;11;454;421
83.0;54;12;332;314
94.0;57;13;317;262
89.0;52;24;320;304
67.0;43;12;249;211
81.0;60;22;388;338
87.0;52;16;234;211
86.0;87;13;336;258
87.0;47;14;308;277
97.0;50;15;327;301
95.0;50;10;272;263
74.0;93;13;401;274
88.0;52;13;284;225
74.0;79;10;407;375
82.0;42;11;345;316
83.0;66;11;165;156
71.0;52;13;261;265
100.0;54;15;270;199
90.0;44;16;365;290
99.0;42;17;274;244
74.0;55;21;381;298
95.0;61;14;283;267
92.0;110;10;437;418
100.0;40;13;193;173
78.0;55;11;472;443
79.0;49;14;255;238
81.0;54;9;294;265
88.0;54;13;303;254
88.0;62;10;360;354
92.0;61;11;390;399
77.0;64;14;342;349
62.0;65;28;244;223
72.0;48;12;203;202
62.0;61;12;291;267
84.0;78;13;208;213
78.0;53;11;221;198
82.0;63;13;200;199
82.0;29;12;193;179
96.0;51;13;417;364
95.0;63;22;426;376
99.0;68;16;464;461
92.0;12;12;210;211
83.0;53;13;320;309
86.0;60;13;247;221
93.0;72;12;324;314
78.0;60;12;326;282
91.0;45;10;241;260
78.0;59;13;430;422
92.0;31;8;149;128
96.0;49;25;323;308
90.0;126;25;505;453
82.0;117;15;257;233
97.0;57;26;488;360
86.0;38;12;348;329
85.0;84;10;433;454
91.0;87;14;394;363
94.0;61;12;328;299
61.0;82;23;359;353
80.0;44;12;443;390
97.0;66;13;287;258
91.0;79;12;282;253
89.0;24;14;159;155
77.0;56;12;274;188
79.0;38;10;293;266
79.0;33;9;302;248
77.0;90;17;306;270
93.0;60;12;212;166
87.0;62;23;192;211
67.0;64;28;358;328
79.0;47;14;284;281
69.0;52;14;296;299
74.0;47;13;249;271
90.0;101;14;389;339
77.0;68;15;269;272
96.0;49;11;383;339
91.0;57;9;159;139
76.0;62;13;200;204
94.0;45;12;384;345
84.0;46;24;412;372
92.0;52;14;314;324
75.0;45;11;293;280
73.0;112;15;461;368
81.0;37;13;207;206
92.0;57;12;237;232
64.0;57;9;745;690
82.0;115;28;522;468
91.0;63;9;405;327
91.0;30;13;221;217
93.0;46;9;219;197
96.0;67;11;344;279
85.0;51;9;277;263
86.0;63;12;381;358
84.0;65;13;455;441
86.0;64;13;376;344
71.0;79;16;345;338
88.0;63;11;305;287
75.0;59;14;278;272
81.0;72;22;396;339
68.0;47;25;347;295
91.0;49;13;253;231
77.0;65;11;468;470
87.0;54;7;293;239
92.0;64;12;310;318
84.0;60;10;251;230
88.0;127;12;255;228
77.0;57;14;327;335
82.0;61;4;184;173
98.0;45;12;447;443
73.0;63;29;377;322
97.0;66;18;362;290
80.0;70;23;370;314
77.0;61;18;432;396
89.0;50;8;295;282
84.0;57;13;329;355
85.0;60;26;268;286
95.0;62;12;340;337
77.0;106;21;248;301
98.0;72;12;324;314
77.0;26;18;236;238
71.0;57;16;246;214
